"linkage_method","analysis_type","cluster_id","candidate_key","scoped_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","compactness_testable","n_subjects","n_events","n_exons","exon_orders","transcript_exon_ranks","exon_ids","diameter_1d","diameter_3d","p_1d_joint","p_3d_joint","p_any_joint","p_1d_size","p_3d_size","p_hotspot_omnibus","methods_detected_count","methods_detected","methods_significant_any_count","methods_significant_any","stability_category"
"average","GAIN","GAIN_cluster_0015","4","GAIN@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","GAIN","GAIN_cluster_0016","5","GAIN@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","GAIN","GAIN_cluster_0017","6","GAIN@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","GAIN","GAIN_cluster_0018","7","GAIN@7","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,4,4,1,"7","7","ENSE00003725338",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","GAIN","GAIN_cluster_0019","8","GAIN@8","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"8","8","ENSE00001156315",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","GAIN","GAIN_cluster_0020","9","GAIN@9","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"9","9","ENSE00001456541",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","GAIN","GAIN_cluster_0021","1;2","GAIN@1;2","1D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,2,3,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0001","2;5","ALL_CNA@2;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,97,111,2,"2;5","2;5","ENSE00001156330;ENSE00001156351",3,4.48506255785825,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0384615384615385,0.0384615384615385,0.0769230769230769,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0002","3;4","ALL_CNA@3;4","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,95,107,2,"3;4","3;4","ENSE00001156344;ENSE00003595610",1,5.5594506259578,0.0769230769230769,0.5,0.0769230769230769,0.0384615384615385,0.0769230769230769,0.0769230769230769,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0003","6;9","ALL_CNA@6;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,60,61,2,"6;9","6;9","ENSE00001156327;ENSE00001456541",3,4.77930080439185,0.730769230769231,0.5,0.5,0.115384615384615,0.0769230769230769,0.5,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0004","1;2","ALL_CNA@1;2","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,89,92,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,0.5,0.884615384615385,0.5,0.0769230769230769,0.192307692307692,0.5,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0005","6;7;8;9","ALL_CNA@6;7;8;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,61,62,4,"6;7;8;9","6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338",3,8.87616612257633,0.730769230769231,0.730769230769231,0.730769230769231,0.115384615384615,0.115384615384615,0.730769230769231,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0006","7;8","ALL_CNA@7;8","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,59,59,2,"7;8","7;8","ENSE00001156315;ENSE00003725338",1,4.50447228016122,0.961538461538462,0.961538461538462,0.961538461538462,0.269230769230769,0.269230769230769,0.961538461538462,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0007","5;6","ALL_CNA@5;6","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,79,85,2,"5;6","5;6","ENSE00001156327;ENSE00001156330",1,5.15928912557371,0.961538461538462,0.961538461538462,0.961538461538462,0.307692307692308,0.346153846153846,0.961538461538462,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0008","7;8;9","ALL_CNA@7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,59,60,3,"7;8;9","7;8;9","ENSE00001156315;ENSE00001456541;ENSE00003725338",2,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,0.269230769230769,0.269230769230769,0.961538461538462,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0009","5;6;7;8;9","ALL_CNA@5;6;7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,80,87,5,"5;6;7;8;9","5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001456541;ENSE00003725338",4,10.1592312730255,0.961538461538462,0.961538461538462,0.961538461538462,0.384615384615385,0.384615384615385,0.961538461538462,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0010","1","ALL_CNA@1","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,23,23,1,"1","1","ENSE00004011725",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0011","2","ALL_CNA@2","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,83,83,1,"2","2","ENSE00001156351",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0012","3","ALL_CNA@3","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,81,81,1,"3","3","ENSE00001156344",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0013","4","ALL_CNA@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,78,78,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0014","5","ALL_CNA@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,78,78,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0015","6","ALL_CNA@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,60,60,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0016","7","ALL_CNA@7","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,59,59,1,"7","7","ENSE00003725338",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0017","8","ALL_CNA@8","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"8","8","ENSE00001156315",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0018","9","ALL_CNA@9","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"9","9","ENSE00001456541",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0019","1;2;5","ALL_CNA@1;2;5","3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,102,120,3,"1;2;5","1;2;5","ENSE00001156330;ENSE00001156351;ENSE00004011725",4,5.2305078957644,NA,NA,NA,NA,NA,NA,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0020","1;2;3;4","ALL_CNA@1;2;3;4","1D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,102,121,4,"1;2;3;4","1;2;3;4","ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",3,15.9159444173143,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0021","1;2;3;4;5","ALL_CNA@1;2;3;4;5","3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,102,121,5,"1;2;3;4;5","1;2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",4,15.9159444173143,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"average","ALL_CNA","ALL_CNA_cluster_0022","1;2;3;4;5;6;7;8;9","ALL_CNA@1;2;3;4;5;6;7;8;9","1D;3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,104,130,9,"1;2;3;4;5;6;7;8;9","1;2;3;4;5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725",8,28.5615062085365,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0001","2;5","HOMDEL@2;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,32,32,2,"2;5","2;5","ENSE00001156330;ENSE00001156351",3,4.48506255785825,0.846153846153846,0.0769230769230769,0.0769230769230769,0.230769230769231,0.0384615384615385,0.0769230769230769,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0002","1;2","HOMDEL@1;2","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,27,27,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,0.0769230769230769,0.615384615384615,0.0769230769230769,0.0384615384615385,0.192307692307692,0.0769230769230769,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0003","1;2;3;4","HOMDEL@1;2;3;4","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,33,33,4,"1;2;3;4","1;2;3;4","ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",3,15.9159444173143,0.192307692307692,0.884615384615385,0.192307692307692,0.0769230769230769,0.307692307692308,0.192307692307692,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0004","1;2;3;4;5","HOMDEL@1;2;3;4;5","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,33,33,5,"1;2;3;4;5","1;2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",4,15.9159444173143,0.269230769230769,0.884615384615385,0.269230769230769,0.153846153846154,0.307692307692308,0.269230769230769,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0005","2;3;4;5","HOMDEL@2;3;4;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,32,32,4,"2;3;4;5","2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610",3,9.17141210450375,0.846153846153846,0.615384615384615,0.615384615384615,0.230769230769231,0.192307692307692,0.615384615384615,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0006","2;3;5","HOMDEL@2;3;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,32,32,3,"2;3;5","2;3;5","ENSE00001156330;ENSE00001156344;ENSE00001156351",3,9.17141210450375,0.846153846153846,0.615384615384615,0.615384615384615,0.230769230769231,0.192307692307692,0.615384615384615,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0007","1;2;3","HOMDEL@1;2;3","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,27,27,3,"1;2;3","1;2;3","ENSE00001156344;ENSE00001156351;ENSE00004011725",2,9.17141210450375,0.615384615384615,0.961538461538462,0.615384615384615,0.192307692307692,0.423076923076923,0.615384615384615,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0008","1;2;3;4;5;6","HOMDEL@1;2;3;4;5;6","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,33,34,6,"1;2;3;4;5;6","1;2;3;4;5;6","ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",5,15.9159444173143,0.884615384615385,0.884615384615385,0.884615384615385,0.307692307692308,0.307692307692308,0.884615384615385,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0009","7;8","HOMDEL@7;8","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,14,14,2,"7;8","7;8","ENSE00001156315;ENSE00003725338",1,4.50447228016122,1,1,1,0.461538461538462,0.461538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0010","6;7;8","HOMDEL@6;7;8","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,14,14,3,"6;7;8","6;7;8","ENSE00001156315;ENSE00001156327;ENSE00003725338",2,5.09514984480231,1,1,1,0.461538461538462,0.461538461538462,1,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0011","6;7;8;9","HOMDEL@6;7;8;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,15,15,4,"6;7;8;9","6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338",3,8.87616612257633,1,1,1,0.461538461538462,0.461538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0012","1;2;3;4;5;6;7","HOMDEL@1;2;3;4;5;6;7","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,33,34,7,"1;2;3;4;5;6;7","1;2;3;4;5;6;7","ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00003725338;ENSE00004011725",6,28.5615062085365,1,1,1,0.5,0.692307692307692,1,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0013","1;2;3;4;5;6;7;8","HOMDEL@1;2;3;4;5;6;7;8","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,33,34,8,"1;2;3;4;5;6;7;8","1;2;3;4;5;6;7;8","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00003725338;ENSE00004011725",7,28.5615062085365,1,1,1,0.692307692307692,0.692307692307692,1,1,"single",0,"","Method-specific (1 method)"
"single","HOMDEL","HOMDEL_cluster_0014","1;2;3;4;5;6;7;8;9","HOMDEL@1;2;3;4;5;6;7;8;9","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,34,35,9,"1;2;3;4;5;6;7;8;9","1;2;3;4;5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725",8,28.5615062085365,1,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0015","1","HOMDEL@1","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"1","1","ENSE00004011725",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0016","2","HOMDEL@2","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,26,26,1,"2","2","ENSE00001156351",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0017","3","HOMDEL@3","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,25,25,1,"3","3","ENSE00001156344",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0018","4","HOMDEL@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,19,19,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0019","5","HOMDEL@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,19,19,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0020","6","HOMDEL@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,14,14,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0021","7","HOMDEL@7","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,14,14,1,"7","7","ENSE00003725338",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0022","8","HOMDEL@8","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,14,14,1,"8","8","ENSE00001156315",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HOMDEL","HOMDEL_cluster_0023","9","HOMDEL@9","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,15,15,1,"9","9","ENSE00001456541",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0001","2;5","HETDEL@2;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,73,76,2,"2;5","2;5","ENSE00001156330;ENSE00001156351",3,4.48506255785825,0.5,0.115384615384615,0.115384615384615,0.115384615384615,0.0384615384615385,0.115384615384615,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0002","1;2;3;4","HETDEL@1;2;3;4","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,77,83,4,"1;2;3;4","1;2;3;4","ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",3,15.9159444173143,0.115384615384615,0.692307692307692,0.115384615384615,0.0384615384615385,0.192307692307692,0.115384615384615,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0003","1;2;3;4;5;6","HETDEL@1;2;3;4;5;6","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,81,88,6,"1;2;3;4;5;6","1;2;3;4;5;6","ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",5,15.9159444173143,0.115384615384615,NA,0.115384615384615,0.0384615384615385,NA,0.115384615384615,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0004","1;2;3;4;5","HETDEL@1;2;3;4;5","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,77,83,5,"1;2;3;4;5","1;2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",4,15.9159444173143,0.153846153846154,0.692307692307692,0.153846153846154,0.0769230769230769,0.192307692307692,0.153846153846154,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0005","1;2","HETDEL@1;2","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,61,62,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,0.5,0.5,0.5,0.115384615384615,0.115384615384615,0.5,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0006","2;3;4;5","HETDEL@2;3;4;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,73,77,4,"2;3;4;5","2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610",3,9.17141210450375,0.5,0.5,0.5,0.115384615384615,0.115384615384615,0.5,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0007","2;3;5","HETDEL@2;3;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,73,77,3,"2;3;5","2;3;5","ENSE00001156330;ENSE00001156344;ENSE00001156351",3,9.17141210450375,0.5,0.5,0.5,0.115384615384615,0.115384615384615,0.5,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0008","1;2;3","HETDEL@1;2;3","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,62,64,3,"1;2;3","1;2;3","ENSE00001156344;ENSE00001156351;ENSE00004011725",2,9.17141210450375,0.730769230769231,0.730769230769231,0.730769230769231,0.230769230769231,0.230769230769231,0.730769230769231,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0009","7;8","HETDEL@7;8","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,41,41,2,"7;8","7;8","ENSE00001156315;ENSE00003725338",1,4.50447228016122,0.884615384615385,0.884615384615385,0.884615384615385,0.269230769230769,0.269230769230769,0.884615384615385,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0010","6;7;8","HETDEL@6;7;8","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,43,43,3,"6;7;8","6;7;8","ENSE00001156315;ENSE00001156327;ENSE00003725338",2,5.09514984480231,0.923076923076923,0.923076923076923,0.923076923076923,0.346153846153846,0.346153846153846,0.923076923076923,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0011","6;7;8;9","HETDEL@6;7;8;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,43,43,4,"6;7;8;9","6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338",3,8.87616612257633,0.923076923076923,0.923076923076923,0.923076923076923,0.346153846153846,0.346153846153846,0.923076923076923,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0012","1;2;3;4;5;6;7","HETDEL@1;2;3;4;5;6;7","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,81,88,7,"1;2;3;4;5;6;7","1;2;3;4;5;6;7","ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00003725338;ENSE00004011725",6,28.5615062085365,0.923076923076923,NA,0.923076923076923,0.307692307692308,NA,0.923076923076923,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0013","1;2;3;4;5;6;7;8","HETDEL@1;2;3;4;5;6;7;8","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,81,88,8,"1;2;3;4;5;6;7;8","1;2;3;4;5;6;7;8","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00003725338;ENSE00004011725",7,28.5615062085365,1,NA,1,0.846153846153846,NA,1,1,"single",0,"","Method-specific (1 method)"
"single","HETDEL","HETDEL_cluster_0014","1;2;3;4;5;6;7;8;9","HETDEL@1;2;3;4;5;6;7;8;9","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,81,88,9,"1;2;3;4;5;6;7;8;9","1;2;3;4;5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725",8,28.5615062085365,1,NA,1,1,NA,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0015","1","HETDEL@1","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,18,18,1,"1","1","ENSE00004011725",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0016","2","HETDEL@2","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"2","2","ENSE00001156351",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0017","3","HETDEL@3","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,54,54,1,"3","3","ENSE00001156344",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0018","4","HETDEL@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0019","5","HETDEL@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","HETDEL","HETDEL_cluster_0020","6","HETDEL@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,43,43,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
