"protein","n_sim","plddt_threshold","has_plddt","lesion_file","coordinate_file","label","random_seed","min_subjects","min_events","calibration_fraction","alpha","profile","status","results_dir"
"LEF1",700,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials700_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials700_plddt0"
"LEF1",800,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials800_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials800_plddt0"
"LEF1",900,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials900_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials900_plddt0"
"LEF1",1000,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials1000_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials1000_plddt0"
"LEF1",100,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials100_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials100_plddt70"
"LEF1",200,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials200_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials200_plddt70"
"LEF1",300,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials300_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials300_plddt70"
"LEF1",400,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials400_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials400_plddt70"
"LEF1",500,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials500_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials500_plddt70"
"LEF1",600,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials600_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials600_plddt70"
"LEF1",700,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials700_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials700_plddt70"
"LEF1",800,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials800_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials800_plddt70"
"LEF1",900,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials900_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials900_plddt70"
"LEF1",1000,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials1000_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials1000_plddt70"
"LEF1",100,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials100_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials100_plddt90"
"LEF1",200,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials200_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials200_plddt90"
"LEF1",300,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials300_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials300_plddt90"
"LEF1",400,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials400_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials400_plddt90"
"LEF1",500,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials500_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials500_plddt90"
"LEF1",600,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials600_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials600_plddt90"
"LEF1",700,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials700_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials700_plddt90"
"LEF1",800,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials800_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials800_plddt90"
"LEF1",900,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials900_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials900_plddt90"
"LEF1",1000,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials1000_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials1000_plddt90"
