"feature_id","protein","uniprot_accession","source","source_record_id","annotation_class","feature_category","feature_subcategory","classification_rule","feature_type","feature_name","description","start","end","feature_segments","start_modifier","end_modifier","evidence_codes","evidence_sources","evidence_ids","cross_references","go_terms","source_url","source_record_version","source_annotation_date","retrieved_at_utc"
"UniProtKB:P04637:46b9d5a5","TP53","P04637","UniProtKB","P04637","modification","ptm","acetylation","grin3d_annotation_hierarchy_v1:acetylation","Modified residue","N6-acetyllysine","N6-acetyllysine",120,120,"120-120","EXACT","EXACT","ECO:0000269","PubMed","17189187;19854137;23431171","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:5a6e37d0","TP53","P04637","UniProtKB","P04637","modification","ptm","other_modification","grin3d_annotation_hierarchy_v1:other_modification","Modified residue","N6-lactoyllysine","N6-lactoyllysine",120,120,"120-120","EXACT","EXACT","ECO:0000269","PubMed","38653238","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:35f51e80","TP53","P04637","PDBe-KB/SIFTS","Q07817","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Bcl-2-like protein 1","UniProt-indexed contact residues observed in PDB structures; partner type UNP",120,277,"120-120;121-121;136-136;137-137;139-139;176-176;177-177;178-178;179-179;180-180;181-181;182-182;183-183;184-184;185-185;237-237;239-239;241-241;242-242;243-243;248-248;276-276;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2MEJ;6LHD;8XP5","partner:Q07817;PDB:2MEJ;PDB:6LHD;PDB:8XP5","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:5cdd31f8","TP53","P04637","PDBe-KB/SIFTS","A1IH3","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-iodanyl-2-methylsulfonyl-pyrimidine (A1IH3)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",120,277,"120-120;178-178;182-182;183-183;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8CG7","PDB-CCD:A1IH3","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:7f920ea3","TP53","P04637","PDBe-KB/SIFTS","A1IIO","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-chloranylpyrazine-2-carbonitrile (A1IIO)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",120,277,"120-120;151-151;178-178;182-182;220-220;221-221;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9G5H","PDB-CCD:A1IIO","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1aba60b2","TP53","P04637","PDBe-KB/SIFTS","A1II1","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3,5-bis(chloranyl)-6-ethyl-pyrazine-2-carbonitrile (A1II1)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",120,277,"120-120;145-145;147-147;150-150;151-151;178-178;182-182;220-220;221-221;222-222;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9G6U","PDB-CCD:A1II1","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:49866105","TP53","P04637","PDBe-KB/SIFTS","A1II4","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-chloranyl-6-methyl-pyrazine-2-carbonitrile (A1II4)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",120,277,"120-120;145-145;147-147;150-150;151-151;167-167;178-178;182-182;220-220;221-221;222-222;276-276;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9G6T","PDB-CCD:A1II4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1124bf7a","TP53","P04637","PDBe-KB/SIFTS","A1JQW","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-bromanyl-1-benzothiophene 1,1-dioxide (A1JQW)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",120,277,"120-120;121-121;136-136;276-276;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9SUK;9SZZ","PDB-CCD:A1JQW","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:08424610","TP53","P04637","PDBe-KB/SIFTS","SB","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with ANTIMONY (III) ION (SB)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",124,141,"124-124;133-133;134-134;135-135;141-141","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7EAX","PDB-CCD:SB","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2285cff4","TP53","P04637","PDBe-KB/SIFTS","ARS","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with ARSENIC (ARS)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",124,141,"124-124;133-133;135-135;141-141","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7DHY;7DHZ;7EDS;7EEU;7V97","PDB-CCD:ARS","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:4be3fe34","TP53","P04637","PDBe-KB/SIFTS","FOR","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with FORMYL GROUP (FOR)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",131,146,"131-131;146-146","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5MCT;5MCW","PDB-CCD:FOR","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:69c228c5","TP53","P04637","PDBe-KB/SIFTS","A1LUZ","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-[2,4-bis(oxidanylidene)-1,3-thiazolidin-5-ylidene]ethanoic acid (A1LUZ)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",137,182,"137-137;178-178;182-182","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8XCB","PDB-CCD:A1LUZ","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:7c4d4465","TP53","P04637","PDBe-KB/SIFTS","A1LU0","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-[(2~{Z})-2-(3-ethynylphenyl)imino-4-oxidanylidene-1,3-thiazolidin-5-ylidene]ethanoic acid (A1LU0)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",137,260,"137-137;138-138;153-153;178-178;182-182;183-183;184-184;237-237;260-260","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8XCE","PDB-CCD:A1LU0","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:62607fc5","TP53","P04637","UniProtKB","P04637","modification","ptm","other_modification","grin3d_annotation_hierarchy_v1:other_modification","Modified residue","N6-lactoyllysine","N6-lactoyllysine",139,139,"139-139","EXACT","EXACT","ECO:0000269","PubMed","38653238","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:34b7fbdb","TP53","P04637","PDBe-KB/SIFTS","P00282","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Azurin","UniProt-indexed contact residues observed in PDB structures; partner type UNP",139,225,"139-139;150-150;152-152;153-153;183-183;185-185;186-186;187-187;198-198;199-199;201-201;222-222;225-225","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7YGI","partner:P00282;PDB:7YGI","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:6d50ff14","TP53","P04637","PDBe-KB/SIFTS","YM0","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-azanylpyrazine-2,6-dicarbonitrile (YM0)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,222,"145-145;150-150;151-151;182-182;220-220;221-221;222-222","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8RBC","PDB-CCD:YM0","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:24a1bd54","TP53","P04637","PDBe-KB/SIFTS","LEB","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-[7-bromanyl-9-[2,2,2-tris(fluoranyl)ethyl]carbazol-3-yl]-~{N}-methyl-methanamine (LEB)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,228,"145-145;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6SI3","PDB-CCD:LEB","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:76b76b54","TP53","P04637","PDBe-KB/SIFTS","92O","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 7-ethyl-3-(piperidin-4-yl)-1H-indole (92O)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,228,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;222-222;223-223;228-228","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5AB9","PDB-CCD:92O","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1c9ac087","TP53","P04637","PDBe-KB/SIFTS","X0U","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 6,7-DIHYDRO[1,4]DIOXINO[2,3-F][1,3]BENZOTHIAZOL-2-AMINE (X0U)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;152-152;155-155;220-220;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2X0U","PDB-CCD:X0U","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:77053375","TP53","P04637","PDBe-KB/SIFTS","EYE","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with [9-ethyl-7-(5-methylthiophen-2-yl)carbazol-3-yl]methyl-methyl-azanium (EYE)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6GGE","PDB-CCD:EYE","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3d31a3b2","TP53","P04637","PDBe-KB/SIFTS","EXN","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with [9-ethyl-7-(furan-2-yl)carbazol-3-yl]methyl-methyl-azanium (EXN)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6GGC","PDB-CCD:EXN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3f89130e","TP53","P04637","PDBe-KB/SIFTS","X0V","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-(TRIFLUOROMETHYL)BENZENE-1,2-DIAMINE (X0V)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;153-153;155-155;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2X0V","PDB-CCD:X0V","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2e5f970a","TP53","P04637","PDBe-KB/SIFTS","P83","site","binding_site","drug_linked_ligand_site","pdbe_kb_sifts_v1:drug_linked_ligand_site","experimental ligand contact","Contact with 1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine (P83)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2VUK","DrugBank:DB08363;PDB-CCD:P83","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:6aae05e5","TP53","P04637","PDBe-KB/SIFTS","O80","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with N,N-dimethyl-1-[9-(2,2,2-trifluoroethyl)-9H-carbazol-3-yl]methanamine (O80)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5G4O","PDB-CCD:O80","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2bcec50d","TP53","P04637","PDBe-KB/SIFTS","O82","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-[9-(2-fluoroethyl)-9H-carbazol-3-yl]-N-methylmethanamine (O82)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5G4M","PDB-CCD:O82","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:00d617ea","TP53","P04637","PDBe-KB/SIFTS","O83","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-[9-(2,2-difluoroethyl)-9H-carbazol-3-yl]-N-methylmethanamine (O83)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5G4N","PDB-CCD:O83","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:37d9658a","TP53","P04637","PDBe-KB/SIFTS","R3R","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 9-propanoyl-9H-carbazole-3-carbaldehyde, bound form (R3R)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;148-148;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8DC4","PDB-CCD:R3R","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:18a721df","TP53","P04637","PDBe-KB/SIFTS","EY2","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (7-bromanyl-9-ethyl-carbazol-3-yl)methyl-methyl-azanium (EY2)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6GGA","PDB-CCD:EY2","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1250d1bd","TP53","P04637","PDBe-KB/SIFTS","LEK","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-[9-ethyl-7-(1,3-thiazol-4-yl)carbazol-3-yl]-~{N}-methyl-methanamine (LEK)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;150-150;151-151;153-153;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6SI0;6SI4","PDB-CCD:LEK","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:4d3d9de7","TP53","P04637","PDBe-KB/SIFTS","EYB","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with [9-ethyl-7-(1,2-oxazol-4-yl)carbazol-3-yl]methyl-methyl-azanium (EYB)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6GGD","PDB-CCD:EYB","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:61bdbd82","TP53","P04637","PDBe-KB/SIFTS","P84","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2,4-BIS(IODANYL)-6-[[METHYL-(1-METHYLPIPERIDIN-4-YL)AMINO]METHYL]PHENOL (P84)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;150-150;151-151;220-220;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4AGL","PDB-CCD:P84","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:13b3babf","TP53","P04637","PDBe-KB/SIFTS","P86","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-4,6-DIIODOPHENOL (P86)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4AGM","PDB-CCD:P86","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:10b95633","TP53","P04637","PDBe-KB/SIFTS","NXG","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-4-(3-HYDROXYPROP-1-YN-1-YL)-6-IODOPHENOL (NXG)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;220-220;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4AGN","PDB-CCD:NXG","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:4da6d0c4","TP53","P04637","PDBe-KB/SIFTS","P74","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with TERT-BUTYL [3-(3-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-4-HYDROXY-5-IODOPHENYL)PROP-2-YN-1-YL]CARBAMATE (P74)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;153-153;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4AGO","PDB-CCD:P74","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:5844048e","TP53","P04637","PDBe-KB/SIFTS","UL7","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-{1-[(3-bromo-5-chloro-2-hydroxyphenyl)methyl piperidin-4-yl}piperidin-4-ol] (UL7)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5ABA","PDB-CCD:UL7","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3d255695","TP53","P04637","PDBe-KB/SIFTS","FY8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with N-(5-chloranyl-2-oxidanyl-phenyl)piperidine-4-carboxamide (FY8)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5AOM","PDB-CCD:FY8","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2ac8d328","TP53","P04637","PDBe-KB/SIFTS","A1JMP","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-~{tert}-butyl-~{N}-[[3-[4-[[(3~{S},4~{R})-3-fluoranyl-1-methyl-piperidin-4-yl]amino]-1-[2,2,2-tris(fluoranyl)ethyl]indol-2-yl]-1,2,4-oxadiazol-5-yl]methyl]pyrazole-4-carboxamide (A1JMP)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;149-149;150-150;151-151;152-152;153-153;155-155;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9S9N","PDB-CCD:A1JMP","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1f9fc6d6","TP53","P04637","PDBe-KB/SIFTS","P51","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-{[4-(diethylamino)piperidin-1-yl]methyl}-6-iodo-4-(3-phenoxyprop-1-yn-1-yl)phenol (P51)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;153-153;220-220;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4AGP","PDB-CCD:P51","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:54ddbba1","TP53","P04637","PDBe-KB/SIFTS","KMN","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-[[4-(diethylamino)piperidin-1-yl]methyl]-6-ethynyl-4-(3-phenoxyprop-1-ynyl)phenol (KMN)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5A7B","PDB-CCD:KMN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:09818f8d","TP53","P04637","PDBe-KB/SIFTS","P96","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-{[4-(diethylamino)piperidin-1-yl]methyl}-6-iodo-4-[3-(phenylamino)prop-1-yn-1-yl]phenol (P96)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4AGQ","PDB-CCD:P96","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2652e081","TP53","P04637","PDBe-KB/SIFTS","A1DRM","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-methoxy-N-(2-methoxyethyl)-N-methyl-4-[(3-{4-[(oxan-4-yl)amino]-1-(2,2,2-trifluoroethyl)-1H-indol-2-yl}prop-2-yn-1-yl)amino]benzene-1-sulfonamide (A1DRM)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","37ZR","PDB-CCD:A1DRM","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
